filepath,caption
/content/drive/MyDrive/project/SSG/data/frames/0TQZQ.mp4/000431.jpg,"A young male person with fair skin, brown hair and black clothing. A white book is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/79WPY.mp4/000814.jpg,"A young female person with medium skin, black hair and pink clothing. A pink refrigerator is closed."
/content/drive/MyDrive/project/SSG/data/frames/9UPC6.mp4/000621.jpg,"A young female person with fair skin, blonde hair and green clothing. There is a dish. There is a mirror. A cup or glass or bottle is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/2J2EW.mp4/000372.jpg,"A middle-aged male person with fair skin, brown hair and multiple clothing. A yellow cloth bag is located in the lap. The person is holding the bag using the hand in the bedroom."
/content/drive/MyDrive/project/SSG/data/frames/A0PVR.mp4/000305.jpg,"A middle-aged male person with medium skin, black hair and ash clothing. A brown window is opened. The person is holding the window using the hand in the bedroom."
/content/drive/MyDrive/project/SSG/data/frames/A9BDS.mp4/000356.jpg,"A young male person with fair skin, brown hair and brown clothing. A brown wood table is located in the diningroom. A brown wood chair is located in the diningroom. A orange cloth bag is placed. A transparent plastic cup or glass or bottle is being held in the hand. The person is holding the bottle using the hand in the diningroom."
/content/drive/MyDrive/project/SSG/data/frames/3VT73.mp4/000796.jpg,"A middle-aged male person with fair skin, brown hair and ash clothing. There is a book. A phone or camera is being held in the hand. The person is holding the phone using the hand in the home office or study room. A black plastic chair is located in the home office or study room. A black wood table is located in the home office or study room."
/content/drive/MyDrive/project/SSG/data/frames/4NRPM.mp4/000821.jpg,"A young male person with fair skin, black hair and black clothing. A black cotton clothes is located in the body. A blue textile shoe is being held in the hand. The person is holding the shoe using the hand in the recreation room or man cave."
/content/drive/MyDrive/project/SSG/data/frames/7JTEK.mp4/000685.jpg,"A young male person with fair skin, brown hair and ash clothing. A food is located in the dish. The person is holding the dish using the hand in the kitchen. A white ceramic or melamine dish is being held in the hand. The person is holding the dish using the hand in the kitchen. A sandwich is located in the dish. The person is holding the sandwich using the hand in the kitchen. A transparent glass cup or glass or bottle is placed."
/content/drive/MyDrive/project/SSG/data/frames/AQXBN.mp4/000145.jpg,"A young male person with fair skin, brown hair and black clothing. A white textile sofa or couch is located in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/99UA6.mp4/000696.jpg,"A middle-aged female person with fair skin, black hair and black clothing. There is a clothes. A white wood shelf is hanged."
/content/drive/MyDrive/project/SSG/data/frames/1YTD7.mp4/000082.jpg,"A middle-aged male person with fair skin, black hair and multiple clothing. A brown wood floor is located in the kitchen. A white paper or notebook is located in the floor."
/content/drive/MyDrive/project/SSG/data/frames/3D81G.mp4/000046.jpg,"A elderly male person with medium skin, black hair and pink clothing. A food is located in the dish. The person is holding the food using the hand in the livingroom. A black television is located in the table. A silver metal dish is being held in the hand. The person is holding the dish using the hand in the livingroom. A pink plastic chair is located in the floor."
/content/drive/MyDrive/project/SSG/data/frames/7QLMY.mp4/000112.jpg,A person. A wood doorway is located in the wall. A white wood door is closed.
/content/drive/MyDrive/project/SSG/data/frames/1FGXJ.mp4/000475.jpg,"A middle-aged male person with dark skin, black hair and red clothing. There is a food. A blue ceramic or melamine dish is being held in the hand. The person is holding the dish using the hand in the kitchen. A blue ceramic or melamine cup or glass or bottle is being held in the hand. The person is holding the cup using the hand in the kitchen."
/content/drive/MyDrive/project/SSG/data/frames/0RI7C.mp4/000131.jpg,"A young male person with fair skin, brown hair and orange clothing. A white book is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/C0GSN.mp4/000093.jpg,"A middle-aged male person with dark skin, bald hair and multiple clothing. A picture is being held in the hand. The person is holding the picture using the hand in the kitchen."
/content/drive/MyDrive/project/SSG/data/frames/1FA5M.mp4/000318.jpg,"A young female person with fair skin, black hair and black clothing. A white wood table is located in the home office or study room. A transparent plastic cup or glass or bottle is being held in the hand. The person is holding the bottle using the hand in the home office or study room."
/content/drive/MyDrive/project/SSG/data/frames/2XKVQ.mp4/000121.jpg,"A young female person with fair skin, brown hair and red clothing. A beige cotton clothes is being held in the hand. The person is holding the clothes using the hand in the bathroom. A beige towel is being held in the hand. The person is holding the towel using the hand in the bathroom."
/content/drive/MyDrive/project/SSG/data/frames/0PKMF.mp4/000188.jpg,A person. There is a chair.
/content/drive/MyDrive/project/SSG/data/frames/1G9R7.mp4/000362.jpg,"A young female person with fair skin, brown hair and pink clothing. A multiple wood sofa or couch is located in the livingroom. A orange plastic cup or glass or bottle is being held in the hand. The person is holding the cup using the hand in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/CN108.mp4/000233.jpg,"A young female person with dark skin, multiple hair and blue clothing. A black metal shelf is placed."
/content/drive/MyDrive/project/SSG/data/frames/0M7YH.mp4/000180.jpg,"A middle-aged male person with fair skin, black hair and green clothing. A white refrigerator is opened."
/content/drive/MyDrive/project/SSG/data/frames/13XM4.mp4/000586.jpg,"A middle-aged male person with dark skin, black hair and black clothing. A white ceramic or melamine cup or glass or bottle is being held in the hand. The person is holding the cup using the hand in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/0RNRI.mp4/000568.jpg,"A middle-aged female person with dark skin, black hair and multiple clothing. There is a dish. A white ceramic or melamine cup or glass or bottle is being held in the hand. The person is holding the cup using the hand in the kitchen."
/content/drive/MyDrive/project/SSG/data/frames/7AH3L.mp4/000621.jpg,"A young female person with fair skin, black hair and white clothing. A ash vacuum is on. A brown wood floor is located in the diningroom."
/content/drive/MyDrive/project/SSG/data/frames/03AA8.mp4/000453.jpg,"A middle-aged female person with medium skin, black hair and blue clothing. A multiple sofa or couch is located in the diningroom. A ash steel dish is located in the table. The person is holding the dish using the hand in the diningroom."
/content/drive/MyDrive/project/SSG/data/frames/6WWB3.mp4/000492.jpg,"A middle-aged male person with fair skin, blonde hair and brown clothing. A yellow cloth bag is being held in the hand. The person is holding the bag using the hand in the entryway."
/content/drive/MyDrive/project/SSG/data/frames/9Q1N7.mp4/000251.jpg,"A young male person with dark skin, black hair and pink clothing. A white cement floor is located in the stairs."
/content/drive/MyDrive/project/SSG/data/frames/3Z08H.mp4/000135.jpg,"A middle-aged male person with dark skin, black hair and multiple clothing. There is a shoe. A wood doorway is present."
/content/drive/MyDrive/project/SSG/data/frames/422BV.mp4/000031.jpg,"A middle-aged male person with dark skin, black hair and multiple clothing. A brown wood table is located in the floor. There is a book. A blue synthetic shoe is being held in the hand. The person is holding the shoe using the hand in the home office or study room."
/content/drive/MyDrive/project/SSG/data/frames/0DBQD.mp4/000451.jpg,"A young male person with fair skin, brown hair and black clothing. A food is being held in the hand. The person is holding the food using the hand in the recreation room or man cave. A phone or camera is on. The person is holding the phone using the hand in the recreation room or man cave. A beige velvet sofa or couch is located in the recreation room or man cave. A black television is on. A transparent glass cup or glass or bottle is being held in the hand. The person is holding the glass using the hand in the recreation room or man cave."
/content/drive/MyDrive/project/SSG/data/frames/5JIGM.mp4/000331.jpg,"A young male person with fair skin, black hair and ash clothing. There is a food. A silver refrigerator is closed. The person is holding the refrigerator using the hand in the kitchen. A white cup or glass or bottle is placed. A silver metal door is closed. The person is holding the door using the hand in the kitchen."
/content/drive/MyDrive/project/SSG/data/frames/2NKX2.mp4/000324.jpg,"A young male person with fair skin, black hair and blue clothing. A multiple wood chair is located in the basement. A medicine is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/9MNZ5.mp4/000270.jpg,"A middle-aged male person with medium skin, black hair and black clothing. A multiple book is being held in the hand. The person is holding the book using the hand in the kitchen. A white plastic chair is located in the floor. A multiple wood table is located in the floor."
/content/drive/MyDrive/project/SSG/data/frames/08AQS.mp4/000271.jpg,"A young male person with dark skin, black hair and multiple clothing. A food is being held in the hand. The person is holding the food using the hand in the stairs."
/content/drive/MyDrive/project/SSG/data/frames/129SP.mp4/000749.jpg,"A middle-aged male person with medium skin, black hair and multiple clothing. A metal doorknob is located in the door. A wood doorway is located in the livingroom. The person is holding the doorway using the hand in the livingroom. A brown wood door is opened."
/content/drive/MyDrive/project/SSG/data/frames/01KM1.mp4/000689.jpg,A middle-aged male person with fair skin and black hair. A brown wood table is located in the diningroom. A food is located in the table. The person is holding the food using the hand in the diningroom. A white paper or notebook is closed. A brown wood chair is located in the diningroom. A blue blanket is covered.
/content/drive/MyDrive/project/SSG/data/frames/CBXI2.mp4/000810.jpg,"A middle-aged male person with fair skin, brown hair and ash clothing. A ash wood bed is messy."
/content/drive/MyDrive/project/SSG/data/frames/CR5G1.mp4/000190.jpg,"A middle-aged male person with medium skin, black hair and black clothing. A black phone or camera is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/6KJGX.mp4/000630.jpg,"A middle-aged female person with fair skin, brown hair and multiple clothing. A food is located in the stove. The person is holding the food using the hand in the kitchen."
/content/drive/MyDrive/project/SSG/data/frames/C7R3J.mp4/000029.jpg,"A middle-aged male person with fair skin, brown hair and black clothing. A brown paper box is opened. A white plastic bag is placed. A white tile floor is located in the bedroom."
/content/drive/MyDrive/project/SSG/data/frames/3WD4E.mp4/000784.jpg,"A elderly male person with dark skin, black hair and white clothing. There is a laptop. A black bag is being held in the hand. The person is holding the bag using the hand in the bathroom."
/content/drive/MyDrive/project/SSG/data/frames/9M48H.mp4/000041.jpg,"A middle-aged female person with fair skin, brown hair and ash clothing. A silver metal table is located in the floor. A black phone or camera is placed."
/content/drive/MyDrive/project/SSG/data/frames/201W8.mp4/000743.jpg,"A middle-aged male person with fair skin, brown hair and ash clothing. A multiple book is being held in the hand. The person is holding the book using the hand in the bathroom. A transparent glass cup or glass or bottle is being held in the hand. The person is holding the cup using the hand in the bathroom."
/content/drive/MyDrive/project/SSG/data/frames/0HV07.mp4/000105.jpg,A male person with dark skin. A clothes is being held in the hand. A towel is being held in the hand. The person is holding the towel using the hand in the bedroom.
/content/drive/MyDrive/project/SSG/data/frames/8MY8P.mp4/000876.jpg,"A young male person with fair skin, black hair and blue clothing. A multiple ceramic or melamine cup or glass or bottle is being held in the hand. The person is holding the cup using the hand in the kitchen."
/content/drive/MyDrive/project/SSG/data/frames/88TGX.mp4/000237.jpg,"A young male person with fair skin, black hair and multiple clothing. There is a dish. A white refrigerator is closed."
/content/drive/MyDrive/project/SSG/data/frames/BM3UJ.mp4/000033.jpg,A person. A metal doorknob is located in the door.
/content/drive/MyDrive/project/SSG/data/frames/1D31Z.mp4/000124.jpg,"A middle-aged male person with fair skin, brown hair and yellow clothing. A food is being held in the hand. The person is holding the food using the hand in the kitchen. A transparent polythene bag is being held in the hand. The person is holding the bag using the hand in the kitchen."
/content/drive/MyDrive/project/SSG/data/frames/31LW5.mp4/000085.jpg,"A young male person with fair skin, black hair and multiple clothing. A black pillow is being held in the hand. The person is holding the pillow using the hand in the bedroom. A blue cloth bed is located in the bedroom."
/content/drive/MyDrive/project/SSG/data/frames/1SCZE.mp4/000277.jpg,"A young male person with fair skin, black hair and brown clothing. A yellow light is located in the laundryroom. There is a bag."
/content/drive/MyDrive/project/SSG/data/frames/CK3H7.mp4/000678.jpg,"A middle-aged male person with dark skin, black hair and multiple clothing. A multiple textile clothes is being held in the hand. The person is holding the clothes using the hand in the bedroom. A brown wood closet or cabinet is closed."
/content/drive/MyDrive/project/SSG/data/frames/4RBVB.mp4/001013.jpg,"A middle-aged male person with fair skin, black hair and multiple clothing. A multiple book is being held in the hand. The person is holding the book using the hand in the laundryroom. There is a chair."
/content/drive/MyDrive/project/SSG/data/frames/1DW7H.mp4/000723.jpg,"A middle-aged female person with fair skin, black hair and black clothing. A black phone or camera is being held in the hand. The person is holding the phone using the hand in the bathroom. A mirror is located in the wall."
/content/drive/MyDrive/project/SSG/data/frames/D9DSH.mp4/000275.jpg,"A middle-aged male person with fair skin, brown hair and black clothing. There is a book. A black vacuum is placed. The person is holding the vacuum using the hand in the garage. A white paper or notebook is being held in the hand. The person is holding the paper using the hand in the garage."
/content/drive/MyDrive/project/SSG/data/frames/5C6IS.mp4/000291.jpg,"A young male person with fair skin, black hair and brown clothing. There is a clothes. A black cloth bag is being held in the hand. The person is holding the bag using the hand in the laundryroom."
/content/drive/MyDrive/project/SSG/data/frames/1SCZE.mp4/000063.jpg,"A young male person with fair skin, black hair and brown clothing. A blue cloth bag is being held in the hand. The person is holding the bag using the hand in the laundryroom."
/content/drive/MyDrive/project/SSG/data/frames/0GYRH.mp4/000057.jpg,"A young female person with fair skin, blonde hair and black clothing. A yellow book is being held in the hand. The person is holding the book using the hand in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/67EEN.mp4/000085.jpg,"A young male person with fair skin, black hair and multiple clothing. A beige textile sofa or couch is located in the floor."
/content/drive/MyDrive/project/SSG/data/frames/2CR02.mp4/000425.jpg,"A middle-aged male person with fair skin, black hair and white clothing. A black television is located in the recreation room or man cave. A brown wood chair is located in the recreation room or man cave."
/content/drive/MyDrive/project/SSG/data/frames/7WG7A.mp4/000726.jpg,"A young male person with fair skin, black hair and multiple clothing. A doorknob is located in the door. A door is opened."
/content/drive/MyDrive/project/SSG/data/frames/115MY.mp4/000268.jpg,"A child male person with dark skin, black hair and white clothing. A light is off. A multiple velvet sofa or couch is located in the livingroom. A black television is on."
/content/drive/MyDrive/project/SSG/data/frames/02DPI.mp4/000070.jpg,"A young male person with medium skin, black hair and red clothing. A black leather sofa or couch is located in the recreation room or man cave. A food is located in the recreation room or man cave. The person is holding the food using the hand in the recreation room or man cave. A white ceramic dish is located in the recreation room or man cave. The person is holding the dish using the hand in the recreation room or man cave. A black television is on."
/content/drive/MyDrive/project/SSG/data/frames/1AR0K.mp4/000813.jpg,"A male person with fair skin, brown hair and multiple clothing. A medicine is being held in the hand. The person is holding the medicine using the hand in the kitchen."
/content/drive/MyDrive/project/SSG/data/frames/67RSR.mp4/000391.jpg,"A middle-aged male person with fair skin, brown hair and black clothing. A ash metal bed is messy."
/content/drive/MyDrive/project/SSG/data/frames/1SVJS.mp4/000117.jpg,"A child male person with fair skin, brown hair and multiple clothing. A food is being held in the hand. The person is holding the food using the hand in the kitchen. A black laptop is located in the table. A sandwich is being held in the hand. The person is holding the sandwich using the hand in the kitchen."
/content/drive/MyDrive/project/SSG/data/frames/2XT4N.mp4/000455.jpg,"A middle-aged male person with fair skin, black hair and black clothing. A white light is located in the shelf. A ash metal shelf is located in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/107YZ.mp4/000156.jpg,"A young male person with fair skin, blonde hair and black clothing. A black phone or camera is off. A blue bed is neat."
/content/drive/MyDrive/project/SSG/data/frames/1E7VU.mp4/000206.jpg,A young male person with fair skin and multiple clothing. A multiple phone or camera is being held in the hand. The person is holding the phone using the hand in the kitchen. A brown wood closet or cabinet is opened. A white plastic dish is being held in the hand.
/content/drive/MyDrive/project/SSG/data/frames/9SKPI.mp4/000379.jpg,"A middle-aged female person with dark skin, black hair and purple clothing. There is a table. There is a shelf. A blue ceramic or melamine cup or glass or bottle is being held in the hand. The person is holding the cup using the hand in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/16UNJ.mp4/000302.jpg,A person. A black shoe is located in the table. The person is holding the shoe using the hand in the laundryroom.
/content/drive/MyDrive/project/SSG/data/frames/BIW43.mp4/000058.jpg,A middle-aged male person with medium skin and black clothing. A black vacuum is placed. A white phone or camera is being held in the hand. The person is holding the phone using the hand in the bedroom. A pink wood bed is neat.
/content/drive/MyDrive/project/SSG/data/frames/CPZI6.mp4/000302.jpg,"A young female person with fair skin, blonde hair and blue clothing. A metal doorknob is located in the door. A red ceramic or melamine cup or glass or bottle is being held in the hand. The person is holding the cup using the hand in the entryway."
/content/drive/MyDrive/project/SSG/data/frames/01KML.mp4/000777.jpg,"A middle-aged male person with fair skin, black hair and multiple clothing. A black laptop is on. The person is holding the laptop using the arm in the hallway."
/content/drive/MyDrive/project/SSG/data/frames/27SS2.mp4/000547.jpg,"A young male person with fair skin, black hair and black clothing. A yellow cloth bed is located in the bedroom. There is a cup/glass/bottle."
/content/drive/MyDrive/project/SSG/data/frames/8MDSA.mp4/000651.jpg,"A middle-aged male person with fair skin, black hair and multiple clothing. A brown wood closet or cabinet is opened. A ash blanket is carried."
/content/drive/MyDrive/project/SSG/data/frames/D95PM.mp4/000450.jpg,"A young female person with fair skin, black hair and black clothing. A sandwich is being held in the hand. The person is holding the sandwich using the hand in the kitchen. A food is being held in the hand. The person is holding the food using the hand in the kitchen."
/content/drive/MyDrive/project/SSG/data/frames/BIK4X.mp4/000121.jpg,A middle-aged male person with dark skin and black clothing. A food is being held in the hand. A black plastic chair is present. A sandwich is being held in the hand. There is a cup/glass/bottle.
/content/drive/MyDrive/project/SSG/data/frames/94ICP.mp4/000242.jpg,"A young male person with fair skin, black hair and ash clothing. A white towel is hanged."
/content/drive/MyDrive/project/SSG/data/frames/1SMZZ.mp4/000136.jpg,"A young female person with medium skin, black hair and blue clothing. A black leather chair is located in the home office or study room. A brown wood shelf is located in the home office or study room. A transparent plastic cup or glass or bottle is being held in the hand. The person is holding the bottle using the hand in the home office or study room."
/content/drive/MyDrive/project/SSG/data/frames/AF8VD.mp4/000196.jpg,"A middle-aged female person with medium skin, black hair and multiple clothing. A orange ceramic or melamine dish is being held in the hand. The person is holding the dish using the hand in the bedroom. A black television is on. A blue wood bed is neat. A orange ceramic or melamine cup or glass or bottle is being held in the hand. The person is holding the cup using the hand in the bedroom."
/content/drive/MyDrive/project/SSG/data/frames/0SBT3.mp4/000129.jpg,A young male person with fair skin and ash clothing. A black velvet sofa or couch is located in the livingroom. A red book is being held in the hand. A food is located in the dish. A sandwich is located in the dish.
/content/drive/MyDrive/project/SSG/data/frames/1L376.mp4/000668.jpg,"A young female person with fair skin, brown hair and ash clothing. A food is located in the table. The person is holding the food using the hand in the diningroom. A multiple ceramic or melamine cup or glass or bottle is placed."
/content/drive/MyDrive/project/SSG/data/frames/12XD3.mp4/000112.jpg,"A middle-aged female person with fair skin, brown hair and ash clothing. A sandwich is located in the bathroom. The person is holding the sandwich using the hand in the bathroom. A food is being held in the hand. The person is holding the food using the hand in the bathroom. A white window is closed. A white ceramic or melamine dish is being held in the hand. The person is holding the dish using the hand in the bathroom. A picture is being held in the hand. The person is holding the picture using the hand in the bathroom."
/content/drive/MyDrive/project/SSG/data/frames/D09K3.mp4/000686.jpg,"A middle-aged male person with dark skin, black hair and white clothing. A metal doorknob is located in the door. A yellow wood door is opened. A transparent glass cup or glass or bottle is being held in the hand. A wood doorway is located in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/18IDK.mp4/000648.jpg,"A middle-aged male person with fair skin, black hair and blue clothing. A blue textile sofa or couch is located in the floor. A multiple book is being held in the hand. The person is holding the book using the hand in the livingroom. A blue textile bed is neat."
/content/drive/MyDrive/project/SSG/data/frames/0ETKN.mp4/000162.jpg,"A child male person with fair skin, black hair and black clothing. A sandwich is being held in the hand. The person is holding the snadwich using the hand in the livingroom. A food is being held in the hand. The person is holding the food using the hand in the livingroom. A brown paper bag is being held in the hand. The person is holding the bag using the hand in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/0H04V.mp4/000897.jpg,"A middle-aged male person with medium skin, black hair and red clothing. There is a dish."
/content/drive/MyDrive/project/SSG/data/frames/807JJ.mp4/000166.jpg,"A young male person with fair skin, black hair and black clothing. A white towel is being held in the hand. The person is holding the towel using the hand in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/0HVVN.mp4/000841.jpg,"A middle-aged male person with fair skin, black hair and black clothing. There is a paper/notebook. A blue cloth bed is messy."
/content/drive/MyDrive/project/SSG/data/frames/6SS4H.mp4/000040.jpg,A middle-aged male person with fair skin and ash clothing. A food is located in the kitchen.
/content/drive/MyDrive/project/SSG/data/frames/00N38.mp4/000184.jpg,"A middle-aged male person with fair skin, black hair and black clothing. A ash synthetic clothes is located in the chair."
/content/drive/MyDrive/project/SSG/data/frames/AMX7S.mp4/000067.jpg,"A middle-aged male person with fair skin, black hair and brown clothing. A red pillow is being held in the hand. There is a paper/notebook."
/content/drive/MyDrive/project/SSG/data/frames/ACMHK.mp4/000337.jpg,"A middle-aged male person with dark skin, black hair and multiple clothing. A food is being held in the hand. The person is holding the food using the hand in the kitchen. A silver metal dish is being held in the hand. The person is holding the dish using the hand in the kitchen."
/content/drive/MyDrive/project/SSG/data/frames/BFVDN.mp4/000085.jpg,"A middle-aged male person with dark skin, black hair and multiple clothing. A transparent window is closed. A white ceramic or melamine cup or glass or bottle is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/06L9P.mp4/000611.jpg,"A middle-aged male person with fair skin, brown hair and black clothing. A food is located in the hallway. A wood doorway is located in the hallway. A sandwich is located in the hallway. A black plastic cup or glass or bottle is placed."
/content/drive/MyDrive/project/SSG/data/frames/9XW1K.mp4/000868.jpg,"A middle-aged male person with dark skin, black hair and multiple clothing. A ash tile floor is present."
/content/drive/MyDrive/project/SSG/data/frames/0PKMF.mp4/000464.jpg,A person. There is a chair.
/content/drive/MyDrive/project/SSG/data/frames/05124.mp4/000457.jpg,"A young male person with medium skin, black hair and blue clothing. A silver phone or camera is on. A picture is present. A white ceramic cup or glass or bottle is drinking from. A wood doorway is located in the doorway."
/content/drive/MyDrive/project/SSG/data/frames/0BLSL.mp4/000478.jpg,"A middle-aged male person with fair skin, brown hair and blue clothing. A transparent glass cup or glass or bottle is being held in the hand. The person is holding the glass using the hand in the kitchen."
/content/drive/MyDrive/project/SSG/data/frames/0RNRI.mp4/000379.jpg,"A middle-aged female person with dark skin, black hair and multiple clothing. A beige textile clothes is being held in the hand. The person is holding the towel using the hand in the kitchen. A beige towel is being held in the hand. The person is holding the towel using the hand in the kitchen."
/content/drive/MyDrive/project/SSG/data/frames/1UPHI.mp4/000015.jpg,A person. A wood doorway is located in the wall.
/content/drive/MyDrive/project/SSG/data/frames/8370R.mp4/000070.jpg,"A middle-aged male person with medium skin, black hair and red clothing. A white paper box is being held in the hand. There is a sofa/couch. A red cloth bed is placed."
/content/drive/MyDrive/project/SSG/data/frames/00T1E.mp4/000028.jpg,"A middle-aged male person with medium skin, black hair and black clothing. A black laptop is on. A brown wood bed is neat."
/content/drive/MyDrive/project/SSG/data/frames/4FW7I.mp4/000861.jpg,"A middle-aged male person with dark skin, black hair and multiple clothing. A white light is on. A silver metal dish is being held in the hand. A sandwich is located in the dish."
/content/drive/MyDrive/project/SSG/data/frames/1IIS5.mp4/000194.jpg,"A middle-aged male person with medium skin, black hair and blue clothing. A food is being held in the hand. The person is holding the food using the hand in the pantry. A red refrigerator is closed."
/content/drive/MyDrive/project/SSG/data/frames/0L0KS.mp4/000016.jpg,"A middle-aged male person with dark skin, black hair and multiple clothing. There is a phone/camera. A brown plastic chair is located in the floor."
/content/drive/MyDrive/project/SSG/data/frames/42MC3.mp4/000015.jpg,A person. A door is closed.
/content/drive/MyDrive/project/SSG/data/frames/14HG1.mp4/000075.jpg,"A young male person with dark skin, black hair and multiple clothing. There is a phone/camera."
/content/drive/MyDrive/project/SSG/data/frames/0BX9N.mp4/000245.jpg,"A middle-aged female person with fair skin, brown hair and black clothing. There is a book. A white table is located in the floor. A purple polythene bag is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/0JA9E.mp4/000059.jpg,"A young person with fair skin, black hair and blue clothing. A blue cotton clothes is located in the sofa. A ash velvet sofa or couch is located in the livingroom. A towel is located in the sofa. A blue blanket is placed."
/content/drive/MyDrive/project/SSG/data/frames/8KRLV.mp4/000045.jpg,"A middle-aged male person with fair skin, brown hair and black clothing. A black cloth clothes is located in the body. There is a shoe."
/content/drive/MyDrive/project/SSG/data/frames/001YG.mp4/000440.jpg,"A young male person with fair skin, black hair and blue clothing. A white table is located in the bedroom. A black leather chair is located in the bedroom. A blue cloth bag is placed. The person is holding the bag using the hand in the bedroom."
/content/drive/MyDrive/project/SSG/data/frames/8QL4N.mp4/000571.jpg,"A young male person with fair skin, black hair and black clothing. A food is being held in the hand. A sandwich is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/86E2E.mp4/000087.jpg,A person. A ash tile floor is located in the home office or study room. A green blanket is covered. A white pillow is being held in the hand. The person is holding the pillow using the hand in the home office or study room.
/content/drive/MyDrive/project/SSG/data/frames/5R8BL.mp4/000103.jpg,"A middle-aged male person with fair skin, black hair and blue clothing. A brown wood closet or cabinet is opened. A black pillow is located in the closet or walkin closet or spear closet. The person is holding the pillow using the hand in the closet or walkin closet or spear closet. A wood doorway is located in the closet or walkin closet or spear closet."
/content/drive/MyDrive/project/SSG/data/frames/93ESZ.mp4/000514.jpg,"A middle-aged male person with dark skin, bald hair and multiple clothing. There is a book. There is a clothes. A picture is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/7E6AB.mp4/000396.jpg,"A middle-aged male person with fair skin, black hair and multiple clothing. There is a food. A white refrigerator is opened."
/content/drive/MyDrive/project/SSG/data/frames/0TIHC.mp4/000311.jpg,"A middle-aged male person with dark skin, black hair and black clothing. There is a box. A black laptop is being held in the hand. A white cloth bed is messy."
/content/drive/MyDrive/project/SSG/data/frames/96GIQ.mp4/000772.jpg,"A middle-aged male person with dark skin, black hair and ash clothing. A food is being held in the hand. A black synthetic bag is placed. A sandwich is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/0HV07.mp4/000119.jpg,A male person with dark skin. A clothes is being held in the hand. A towel is being held in the hand. The person is holding the towel using the hand in the bedroom.
/content/drive/MyDrive/project/SSG/data/frames/6SB75.mp4/000684.jpg,"A middle-aged male person with dark skin, black hair and green clothing. A black book is being held in the hand. The person is holding the book using the hand in the garage. A beige tile floor is located in the garage."
/content/drive/MyDrive/project/SSG/data/frames/0JB3D.mp4/000204.jpg,"A middle-aged male person with fair skin, brown hair and white clothing. A transparent glass cup or glass or bottle is being held in the hand. The person is holding the glass using the hand in the kitchen. A black refrigerator is opened."
/content/drive/MyDrive/project/SSG/data/frames/83KZR.mp4/000386.jpg,"A middle-aged male person with dark skin, black hair and multiple clothing. A metal doorknob is being held in the hand. A brown wood door is opened."
/content/drive/MyDrive/project/SSG/data/frames/5RY3S.mp4/000400.jpg,"A middle-aged male person with medium skin, black hair and orange clothing. A sandwich is being held in the hand. A metal doorknob is located in the door. A wood doorway is located in the bedroom."
/content/drive/MyDrive/project/SSG/data/frames/CRTUY.mp4/000253.jpg,"A middle-aged male person with fair skin, black hair and white clothing. A brown paper box is placed. A brown wood closet or cabinet is opened. The person is holding the closet using the hand in the closet or walkin closet or spear closet. A brown wood shelf is opened. A white plastic bag is located in the closet or walkin closet or spear closet."
/content/drive/MyDrive/project/SSG/data/frames/6RQHT.mp4/000062.jpg,"A middle-aged male person with fair skin, black hair and blue clothing. A ash cloth clothes is being held in the hand. The person is holding the clothes using the hand in the storageroom."
/content/drive/MyDrive/project/SSG/data/frames/1LSEQ.mp4/000094.jpg,"A middle-aged male person with fair skin, black hair and white clothing. A green towel is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/8B4ZP.mp4/000850.jpg,"A young female person with fair skin, brown hair and black clothing. A black book is being held in the hand. A food is located in the sofa. A black leather sofa or couch is located in the livingroom. A black leather chair is located in the livingroom. A white wood table is located in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/70S6Y.mp4/000323.jpg,"A young female person with fair skin, black hair and green clothing. A food is being held in the hand. The person is holding the food using the hand in the livingroom. A sandwich is being held in the hand. The person is holding the sandwich using the hand in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/93YXJ.mp4/000096.jpg,"A middle-aged male person with fair skin, blonde hair and multiple clothing. A food is being held in the hand. The person is holding the food using the hand in the bedroom. A pink ceramic or melamine dish is located in the chair. A black metal chair is located in the bedroom. A green plastic bag is being held in the hand. The person is holding the bag using the hand in the bedroom."
